timestamp,platform,label1,label2,label3,diff,content
2024/9/20 13:53,dy,0,0,0,0,这个世界需要有人站出来为正义呐喊[赞][赞]
2024/9/20 13:54,dy,0,0,0,0,法国巴黎公社，法国人还是善良的。
2024/9/20 13:54,dy,1,1,1,0,疯了
2024/9/20 13:55,dy,0,0,0,0,以色列
2024/9/20 13:56,dy,1,1,1,0,以牙还牙。
2024/9/20 13:57,dy,0,0,0,0,这个世界需要有人站出来为正义呐喊[赞][赞]
2024/9/20 13:58,dy,1,0,0,-1,以色列到底要干嘛！？谁在支持他们！
2024/9/20 14:00,dy,1,1,1,0,中东小霸王这么强势吗
2024/9/20 14:00,dy,1,1,1,0,也就只敢欺负点弱的国家。强国根本以色列不敢打
2024/9/20 14:02,dy,1,1,1,0,以色列[炸弹][炸弹][炸弹]
2024/9/20 14:05,dy,0,0,0,0,再探，再报
2024/9/20 14:06,dy,1,1,1,0,天欲其亡必令其狂！将来会有报应的！
2024/9/20 14:07,dy,1,0,0,-1,很快就会反击了
2024/9/20 14:07,dy,1,0,0,-1,很快就会反击了
2024/9/20 14:09,dy,0,1,1,1,天天看到以打这个打那个[捂脸][捂脸][捂脸][捂脸]
2024/9/20 14:12,dy,1,1,1,0,简直无法无天了
2024/9/20 14:14,dy,0,0,0,0,我想知道平民都在干嘛？正常生活还是到处逃难
2024/9/20 14:14,dy,0,0,0,0,[感谢][感谢][感谢]
2024/9/20 14:15,dy,1,0,0,-1,没防空吗
2024/9/20 14:15,dy,1,1,1,0,没防空吗
2024/9/20 14:24,dy,1,1,1,0,小小一个以色列地球上就没哪个国家能奈他何了？
2024/9/20 14:25,dy,0,0,0,0,以色列真厉害。
2024/9/20 14:27,dy,0,0,0,0,[看]
2024/9/20 14:27,dy,0,0,0,0,[看]
2024/9/20 14:28,dy,0,0,0,0,中东这帮哥们儿能团结起来吗
2024/9/20 14:28,dy,0,0,0,0,中东乱战
2024/9/20 14:31,dy,0,0,0,0,@TR 唐人丨 home??
2024/9/20 14:31,dy,0,0,0,0,@TR 唐人丨 home??
