2024/10/5 1:17,dy,0,[泪奔][泪奔]在高速路上40码等于别人走路一样的，下来走路吧别开车挡人家道了
2024/10/1 10:22,wb,0,这个操作引人注意
2024/9/28 2:32,dy,0,他不管演什么都是这个发型
2024/9/15 2:52,dy,0,那一句阅读理解[赞][赞][赞]
2024/10/5 5:52,wb,0,免费来唱歌，还不能打广告！你就想占便宜呗！
2024/10/6 5:22,dy,0,说不是偷拍的，你们可能不知道柳智敏是一个在舞台上表情管理很牛的人，从出道到现在舞台上的表情管理就没崩过，昨晚前一秒都在对着粉丝笑，后一秒就黑脸，而且站起来脸色都还是不好，说实话这把粉丝都吓着了，肯定有人拿着手机拍的时候镜头方向瞬间变了啊[泣不成声]
2024/9/23 14:10,dy,0,太可惜了
2024/9/27 15:04,wb,0,标题怎么不写已婚呢
2024/10/6 1:32,dy,0,评论区也算是围华救果了
2024/9/29 9:25,dy,0,光说没用，用仪器去检测一下，除了咱们，其他各国周边海域都有核污水排放的痕迹[呆无辜]
2024/10/1 14:08,dy,0,我爱我的母亲[玫瑰][玫瑰]
2024/9/28 2:10,dy,0,[大笑]
2024/10/6 11:52,wb,0,SM坏，智敏好
2024/9/20 13:15,wb,0,老妈也无话可说了。不能只生不教。
2024/10/3 6:11,dy,0,回调是机会
2024/9/30 5:10,dy,0,安徽
2024/10/6 3:56,dy,0,我出20w彩礼  有没有想嫁的 来私聊我 年纪大了 来搭伙过日子的[泣不成声]
2024/9/11 15:43,wb,0,省流：虽然我们发生了几次关系，但是我“明确拒绝”了。虽然我们在西湖十指相扣了，但是我没用力
2024/9/28 0:06,wb,0,900万我也不还，你能抓我几次
2024/10/21 12:07,dy,0,成为小米CEO[舔屏][舔屏][舔屏]
2024/9/30 21:47,wb,0,就这惩罚力度绝了
2024/10/1 2:03,dy,0,第二第二 雷总帅气   大家国庆快乐
2024/10/1 2:02,dy,0,国庆节快乐呀[色][色][色][比心][比心][比心]
2024/10/1 12:28,dy,0,昨天晚上的
2024/9/29 13:43,dy,0,外地人比本地的多好几倍
2024/9/28 2:57,dy,0,这种学校存在是合理的吗
2024/9/15 5:35,dy,0,没人给你加油！你误会了[捂脸]
2024/10/3 10:00,dy,0,脱手脱脚，不能干别的事
2024/9/29 7:50,dy,0,才17岁[流泪]我们这里一个小姑娘五六岁的时候被同村男的欺负过，小姑娘 太小啥也不知道，长大了才说
2024/10/3 13:18,dy,0,我燃油车行驶中强制关闭视频，这车也太把生命当儿戏了。
2024/10/6 15:06,dy,0,现在的演唱会都跟伍佰学会了
2024/9/27 13:26,dy,0,会涨的[捂脸]我们房子20年220w，上个月140，没想到新闻出来立马有人要350w买[九转大肠]
2024/9/30 4:37,dy,0,浙江人民欢迎您
2024/9/27 7:28,xhs,0,哈哈哈哈哈哈哈哈哈哈
2024/10/3 11:53,dy,0,之前幕后团队跳出来就是觉得他没有自己的本事，都是幕后段子团队的功劳，这是没错的
2024/10/4 8:40,dy,0,第一次上高速    两边的车  嗽嗽嗽…吓的我…然后脚使劲踩油门才能到80  就感觉脚不是我的
2024/10/11 13:32,dy,0,他不会觉得自己很帅吧？[绝望的凝视][绝望的凝视]
2024/9/12 3:53,dy,0,所以这种行为就是改变不了？
2024/10/14 1:40,dy,0,12分没有了，
2024/10/1 14:35,wb,0,比今天的你更好看的只有明天的你
2024/9/25 15:38,wb,0,蘋果最嚴還涉黃？簡直雞蛋裡挑骨頭，不給人生娃機會
2024/7/26 8:33,dy,0,天津有么[泣不成声]
2024/10/2 3:57,dy,0,[捂脸][捂脸][捂脸][捂脸][捂脸]
2024/9/25 4:37,dy,0,为什么有人去sjz旅游？去看什么
2024/9/24 14:48,bili,0,"""找到了原作者"""
2024/9/30 19:54,dy,0,镭[捂脸]
2024/9/25 11:51,dy,0,莎莎国字脸[赞]是个大美女[赞]
2024/10/4 17:34,dy,0,小孩没事就好[感谢][感谢][感谢]
2024/10/6 0:39,wb,0,赚钱要守法走正道才靠谱
2024/9/30 21:32,dy,0,不是 这么火的剧我竟然第一次刷到 还是自己搜索的[尬笑]，大数据？你是真不想让我看点真东西
2024/10/6 14:08,dy,0,我也确实不能理解
2024/9/5 19:15,wb,0,"支付宝每笔支付都有100m,累计可以兑换流量，微信啥都没有，提现还要收我手续费"
2024/10/6 8:12,dy,0,要是这么算，给你三千你生产出来不就是了[抠鼻]
2024/9/26 15:12,wb,0,下午好
2024/10/1 7:55,wb,0,国庆节快乐
2024/10/4 8:17,dy,0,龟速也必须罚款五佰块[捂脸]
2024/7/6 8:47,dy,0,天道循环，最终也不过是跳梁小丑。
