timestamp,platform,label1,label2,label3,diff,content
2024/9/30 10:07,dy,0,0,0.0,0,立马报警，然后要求酒店赔偿
2024/9/30 10:11,dy,0,0,0.0,0,只要有卡，反锁也可以打开是这样吗？
2024/9/30 10:13,dy,0,0,0.0,0,为什么不发酒店名字
2024/9/30 10:18,dy,0,0,0.0,0,一般酒店里面都有链条锁，女孩子住酒店最好锁上
2024/9/30 10:21,dy,0,0,0.0,0,哪个酒店？
2024/9/30 10:22,dy,0,0,0.0,0,就在经济这么难，一些商家为了生存做出违法行为还少吗？看看多少酒店客人一入住就被现场直播，报警后还被围攻或其他…
2024/9/30 10:23,dy,0,0,0.0,0,酒店都有万能卡的，所以最好把链条锁上
2024/9/30 10:26,dy,0,0,0.0,0,我当时也遇到了，没穿衣服被一个阿姨开门进来了，可惜了，她跑太快了
2024/9/30 10:26,dy,0,0,0.0,0,什么叫反锁？反锁能开？干嘛不插上链
2024/9/30 10:27,dy,0,0,0.0,0,里面都是摄像头，锁门啥用？？？
2024/9/30 10:28,dy,0,0,0.0,0,我上锁链，还要用床头柜堵一下[泪奔]
2024/9/30 10:29,dy,0,0,0.0,0,什么酒店，以免踩坑。
2024/9/30 10:31,dy,0,0,0.0,0,反锁还能打开？
2024/9/30 10:32,dy,0,0,0.0,0,以后出门住酒店都有阴影了
2024/9/30 10:32,dy,0,0,0.0,0,我之前住的某某豪泰也是，还说是进来帮隔壁修空调，气死我了，关键是前台还有理的很哦[捂脸]
2024/9/30 10:33,dy,0,0,0.0,0,我住酒店都反锁门的
2024/9/30 11:01,dy,0,0,0.0,0,我一个男的住酒店都要穿衣服裤子
2024/9/30 11:02,dy,0,0,0.0,0,酒店的锁在里面反锁了，在外面也是打得开的
2024/9/30 11:03,dy,0,0,0.0,0,所有宾馆都有总卡，便于应急维修和突发情况，正常情况下不会影响到客人的，望大家不要报怨。
2024/9/30 11:06,dy,0,0,0.0,0,这是有意打开的，正常是不会开错门的
2024/9/30 11:08,dy,0,0,0.0,0,之前住维也纳酒店 也是有人来开门  开了一条缝马上又关了
2024/9/30 11:09,dy,0,0,0.0,0,服务员都有万能卡
2024/9/30 11:09,dy,0,0,0.0,0,有点小题大做了吧。
2024/9/30 11:12,dy,0,0,0.0,0,有监控、他来碰碰运气、说不定你看上他了呢
2024/9/30 11:13,dy,0,0,0.0,0,先找开锁公司，配钥匙。重新安装。
2024/9/30 11:21,dy,0,0,0.0,0,不懂就问：为啥那么多人在酒店都不穿衣服啊[捂脸]
2024/9/30 11:22,dy,0,0,0.0,0,好像里面还有个保险啊
2024/9/30 11:23,dy,0,0,0.0,0,这种事我遇到很多，有的酒店根本不负责任，还是要从里面反锁
2024/9/30 11:24,dy,0,0,0.0,0,住酒店，再高档的我都不脱衣睡觉，[捂脸][捂脸]
2024/9/30 11:24,dy,0,0,0.0,0,一般宾馆，只有安保人员和维护人通过授权才能拿到房卡，他们提前都会敲门，这种事发生的频率为万分之一，带星的宾馆更不用说了，出门在外都不容易，互相理解万岁。
2024/9/30 11:25,dy,0,0,0.0,0,前台有总卡，服务员都有
2024/9/30 11:27,dy,0,0,0.0,0,酒店，还是不够豪华[赞]
2024/9/30 11:27,dy,0,0,0.0,0,报警
2024/9/30 11:30,dy,0,0,0.0,0,基本上先敲门等回应
2024/9/30 11:31,dy,0,0,0.0,0,太不专业了 可以打电话或者先敲门 直接开门是什么操作
2024/9/30 11:32,dy,0,0,0.0,0,反锁卡能开肯定是正常的啊，
2024/9/30 11:36,dy,0,0,0.0,0,还是处罚太形式了 这种问题查处一个直接取谛一个 看谁敢出现
2024/9/30 11:36,dy,0,0,0.0,0,还是自己的问题，陌生的地方，为什么不穿衣服？
2024/9/30 11:39,dy,0,0,0.0,0,你看回去呗
2024/9/30 11:39,dy,0,0,0.0,0,[抠鼻][抠鼻][抠鼻]
2024/9/30 11:40,dy,0,1,0.0,-1,卧槽，里面不是有个扣子，反锁那种
2024/9/30 11:42,dy,0,0,0.0,0,有人说，住进酒店的前两个小时，店家会找借口过来查看，你赶快洗完澡，打开门，不要关门了，开着门，快睡觉时再关门，店家就不会骚扰你，你老关着门，店家怕你在里边干违法犯罪的事连累店家！我也是听别人说的，后来我住店时就这么干！
2024/9/30 11:45,dy,0,0,0.0,0,所以一定要锁门啊
2024/9/30 11:47,dy,0,0,0.0,0,门都反锁了，外面用卡就能开吗？
